filing_amount,employee_count,filing_frequency_per_year,amount_change_pct,days_between_filings,same_tin_filing_count,is_round_amount,is_anomaly,anomaly_type
1191109.0,36,13,21.756100387229147,32,1,0,0,normal
62291.0,86,10,-1.4419188224462616,32,1,0,0,normal
149770.0,64,14,-9.346459727208448,29,1,0,0,normal
134702.0,94,13,36.02398470666547,33,1,0,0,normal
382623.0,40,11,5.324821238179226,28,1,0,0,normal
1126412.0,7,12,-5.235335505763921,31,1,0,0,normal
2663200.0,15,10,13.085285141483247,26,1,0,0,normal
1503443.0,95,13,27.347799206096283,35,1,0,0,normal
3480334.0,60,12,17.049656163228228,32,1,0,0,normal
2710733.0,48,15,-19.965824208967327,28,1,0,0,normal
565077.0,82,15,-21.81240162814393,33,1,0,0,normal
4688846.0,14,12,3.231555518810609,30,1,0,0,normal
267731.0,28,12,-7.8171452117742675,35,1,0,0,normal
2178684.0,77,13,20.94192970225589,25,1,0,0,normal
1848230.0,93,10,8.09489422645359,32,1,0,0,normal
3582638.0,81,15,-0.1375577822981029,28,1,0,0,normal
164113000.0,0,0,1942.3077443775733,587,5,1,1,tin_reuse
282047.0,7,12,-0.7178143608988634,35,1,0,0,normal
364866.0,14,13,7.531702094505839,35,1,0,0,normal
1137996.0,20,15,2.284352366944603,27,1,0,0,normal
2773452.0,28,13,-5.375659373728059,33,1,0,0,normal
3057512.0,4,11,-19.825263588852806,29,1,0,0,normal
0.0,0,36,-78.14897068873836,509,6,0,1,duplicate_filing
106489.0,53,13,46.047711510582346,32,1,0,0,normal
78250.0,74,11,49.3052614693612,26,1,0,0,normal
848534.0,93,14,-14.389789230096612,27,1,0,0,normal
0.0,3751,0,-99.0,953,4,0,1,sudden_zero_filing
280737.0,51,12,16.429888550619935,29,1,0,0,normal
129889.0,0,41,-99.0,459,3,0,1,sudden_zero_filing
422821.0,47,10,25.722127534891513,32,1,0,0,normal
1854097.0,61,14,33.414735900660034,34,1,0,0,normal
832937.0,56,12,-11.25154252015647,29,1,0,0,normal
485998.0,23,11,-27.375504079304438,25,1,0,0,normal
499216.0,88,10,44.54162267174142,32,1,0,0,normal
319587.0,60,12,19.431912261948682,34,1,0,0,normal
4883031.0,73,11,28.709789753087534,32,1,0,0,normal
369193.0,94,13,-27.361732076381784,32,1,0,0,normal
8341107.0,89,15,7.693701784419744,33,1,0,0,normal
490134.0,65,14,-25.411696363637226,26,1,0,0,normal
414714.0,0,0,1046.1647762786097,615,5,0,1,amount_spike
638762.0,68,10,1.8026367741740685,28,1,0,0,normal
622904.0,71,15,18.756788610888826,33,1,0,0,normal
80515.0,15,15,-16.454760779070394,26,1,0,0,normal
2731830.0,42,15,-5.120546144368134,32,1,0,0,normal
447277.0,76,14,7.506289515311543,27,1,0,0,normal
4315755.0,86,13,-23.808055078230097,31,1,0,0,normal
2737252.0,5,12,7.886475723619768,31,1,0,0,normal
870714.0,3504,0,-99.0,603,5,0,1,amount_spike
375340.0,85,13,6.672162964720137,25,1,0,0,normal
470298.0,53,11,-10.986913472814432,32,1,0,0,normal
7870546.0,36,13,23.403846185518525,30,1,0,0,normal
3315679.0,2,12,12.98340306283923,30,1,0,0,normal
187723.0,76,10,42.91301870620235,30,1,0,0,normal
2643901.0,23,11,23.86302137628752,32,1,0,0,normal
2868505.0,10,13,10.694413385859292,26,1,0,0,normal
1856536.0,22,15,6.32841478499536,34,1,0,0,normal
0.0,0,0,-99.0,738,5,0,1,round_number_fraud
0.0,2616,0,-79.57817558206965,0,3,0,1,duplicate_filing
674338.0,66,11,28.64632535793892,28,1,0,0,normal
502162.0,82,10,-1.8653799097516028,35,1,0,0,normal
3829728.0,54,14,2.46499263199766,35,1,0,0,normal
1572184.0,3,13,17.107306342852205,31,1,0,0,normal
114380.0,7,11,34.92531606144925,32,1,0,0,normal
37226.0,26,15,2.7332429045519717,25,1,0,0,normal
4148577.0,80,11,14.825157544406451,28,1,0,0,normal
1215165.0,12,12,-18.6389829622418,26,1,0,0,normal
1288347.0,58,11,9.905700580974319,34,1,0,0,normal
395772.0,19,15,2.6111906703477246,33,1,0,0,normal
4153500.0,42,12,-17.375767529758246,31,1,0,0,normal
279262.0,32,15,28.31235096505462,28,1,0,0,normal
2635809.0,66,11,-18.695258646008945,29,1,0,0,normal
0.0,0,44,1880.2526340854074,0,6,0,1,duplicate_filing
2583484.0,34,10,19.99767256251326,28,1,0,0,normal
399586.0,19,12,32.21677023299441,30,1,0,0,normal
420800.0,47,14,-9.28066364760058,31,1,0,0,normal
3201659.0,89,15,26.869970980919135,32,1,0,0,normal
4530027.0,14,12,49.73355194825339,28,1,0,0,normal
112975.0,13,13,19.479949393922382,34,1,0,0,normal
4149064.0,73,13,-9.711808346813005,26,1,0,0,normal
0.0,0,41,-51.22633629377793,0,3,0,1,sudden_zero_filing
1117579.0,93,10,45.947396001485984,30,1,0,0,normal
792258.0,20,15,15.996962431731383,31,1,0,0,normal
4755166.0,62,10,48.093358087657364,26,1,0,0,normal
487014.0,18,15,-29.694496718958334,27,1,0,0,normal
1713585.0,75,15,-23.0185755864752,29,1,0,0,normal
809810.0,47,10,32.0223733251034,28,1,0,0,normal
2385282.0,66,12,49.75166672808922,26,1,0,0,normal
1235446.0,95,13,21.90438799500896,30,1,0,0,normal
1938141.0,97,14,-23.981779848608255,34,1,0,0,normal
3492981.0,75,13,2.4778437980664023,27,1,0,0,normal
960398.0,40,14,26.739268048615074,30,1,0,0,normal
3771788.0,31,13,23.330334427672867,29,1,0,0,normal
2288049.0,20,12,18.56782442545122,31,1,0,0,normal
450126.0,64,13,7.5500337862671145,29,1,0,0,normal
648796.0,24,11,-22.09878810772544,27,1,0,0,normal
291261.0,83,10,34.806690047156195,34,1,0,0,normal
435889.0,66,10,23.452236492980028,35,1,0,0,normal
4982060.0,33,13,-13.679801759745487,32,1,0,0,normal
73508.0,23,14,44.24909792265511,33,1,0,0,normal
1649774.0,2,14,28.84333861219244,28,1,0,0,normal
223215.0,39,12,-13.418356337519192,30,1,0,0,normal
0.0,0,26,-61.836630700444786,466,3,0,1,amount_spike
445308.0,45,12,5.699161665569733,26,1,0,0,normal
4115712.0,28,11,44.942919992764786,35,1,0,0,normal
4604327.0,42,12,-21.379809686681845,31,1,0,0,normal
6654013.0,89,15,-18.230716566678467,31,1,0,0,normal
295321.0,83,14,42.18696160664098,29,1,0,0,normal
1611715.0,6,11,44.33992714418291,29,1,0,0,normal
262252.0,72,13,15.832294794412235,35,1,0,0,normal
2835504.0,85,15,11.138121468935097,26,1,0,0,normal
397158.0,38,14,18.403746602221773,26,1,0,0,normal
787933.0,94,13,-2.9030393959205796,28,1,0,0,normal
1466699.0,56,10,32.93537510814473,31,1,0,0,normal
697199.0,50,10,4.48608523635091,31,1,0,0,normal
777556.0,31,11,6.214017678470931,25,1,0,0,normal
2216392.0,89,11,0.6042602477193348,26,1,0,0,normal
2423253.0,62,10,3.40834296075996,30,1,0,0,normal
3275288.0,23,10,6.274374001881412,33,1,0,0,normal
1816812.0,1,15,24.997462861460406,34,1,0,0,normal
312638.0,77,13,5.704347482892864,27,1,0,0,normal
647251.0,71,13,-16.423737041439388,28,1,0,0,normal
899093.0,4204,47,-99.0,0,6,0,1,tin_reuse
2043257.0,45,11,40.16178913157131,32,1,0,0,normal
799656.0,1,12,1.2873416173026797,26,1,0,0,normal
709002.0,30,14,37.65418036769704,29,1,0,0,normal
885741000.0,4405,33,-55.44426435479015,458,2,1,1,round_number_fraud
889443.0,85,10,19.320987673183737,31,1,0,0,normal
2271590.0,8,11,10.756219822221468,35,1,0,0,normal
1424863.0,67,11,-14.81366210229031,28,1,0,0,normal
1943398.0,55,13,10.939394960514477,29,1,0,0,normal
899241.0,90,15,23.69151852414865,34,1,0,0,normal
4112876.0,60,13,2.7434708161556216,33,1,0,0,normal
5362304.0,91,15,16.046100943106254,27,1,0,0,normal
2093444.0,35,11,9.019067700096983,31,1,0,0,normal
1049215.0,65,13,-22.243720843298984,32,1,0,0,normal
6718844.0,56,12,38.89714849721291,35,1,0,0,normal
2842547.0,45,11,18.439604800548956,30,1,0,0,normal
1116740.0,73,14,19.226840935281217,33,1,0,0,normal
285002.0,34,14,3.040449163598879,25,1,0,0,normal
2636198.0,91,11,11.640751560643508,30,1,0,0,normal
657903.0,58,14,-13.649962126727004,34,1,0,0,normal
505228.0,40,14,26.38509399814194,29,1,0,0,normal
157784.0,33,12,27.776822968239486,25,1,0,0,normal
1252069.0,50,11,-5.097458416354684,27,1,0,0,normal
6086195.0,64,12,-27.360469514585944,25,1,0,0,normal
934248.0,96,15,25.341963460973346,35,1,0,0,normal
9621035.0,3,11,-0.5455647400095565,32,1,0,0,normal
5443785.0,30,10,47.178072007165625,35,1,0,0,normal
1699516.0,78,13,-4.36227913086519,35,1,0,0,normal
1758278.0,51,15,22.447254868528795,26,1,0,0,normal
675207.0,63,11,36.12512636184597,28,1,0,0,normal
3276908.0,14,12,28.111196781251017,29,1,0,0,normal
0.0,0,0,-77.35877653426014,0,2,0,1,sudden_zero_filing
2341145.0,6,10,32.64379843240079,26,1,0,0,normal
603351.0,87,13,-15.881230463444842,34,1,0,0,normal
0.0,0,0,-99.0,753,7,0,1,ghost_employee
761739.0,70,12,-7.315758385418238,31,1,0,0,normal
483311.0,32,15,14.648229208014385,29,1,0,0,normal
4037479.0,44,10,15.658558558771404,25,1,0,0,normal
697676.0,26,10,14.732285224126358,29,1,0,0,normal
205758000.0,2586,0,-60.835307744680854,648,2,1,1,tin_reuse
2306761.0,95,15,48.46296441224352,28,1,0,0,normal
2334825.0,30,15,20.4385745778513,32,1,0,0,normal
0.0,0,26,-53.46292128402739,0,3,0,1,sudden_zero_filing
670655.0,0,0,1316.0408228906506,0,6,0,1,duplicate_filing
4376461.0,74,15,8.372620886465526,25,1,0,0,normal
312657.0,86,12,5.978511934369095,30,1,0,0,normal
895424.0,40,12,22.748481669328257,26,1,0,0,normal
2298903.0,45,12,42.79268609301931,32,1,0,0,normal
1492031.0,32,14,48.37958965633163,31,1,0,0,normal
3302745.0,85,11,-11.476659475446283,29,1,0,0,normal
320715.0,29,10,7.9907456837150335,30,1,0,0,normal
615853.0,2,14,-26.448661326464197,35,1,0,0,normal
659890000.0,1634,0,-72.93332280747941,0,5,1,1,amount_spike
1321047.0,29,11,43.57419104558187,27,1,0,0,normal
7036011.0,41,11,45.84287927211372,29,1,0,0,normal
117787.0,23,15,-6.00415076227052,31,1,0,0,normal
1922844.0,91,11,-11.16239192316187,33,1,0,0,normal
856513.0,43,15,-15.406491144169117,26,1,0,0,normal
728735.0,3483,33,-70.69870297060446,0,5,0,1,tin_reuse
922794.0,94,15,13.949385199236616,32,1,0,0,normal
252885.0,4203,0,-56.678820866836396,0,6,0,1,amount_spike
0.0,0,44,696.8609263174151,553,3,0,1,amount_spike
3412528.0,58,12,49.4842918856136,26,1,0,0,normal
493138.0,8,15,-25.537767711955013,34,1,0,0,normal
5243470.0,84,15,-13.075616831869983,25,1,0,0,normal
354808.0,14,13,0.9700700219969605,31,1,0,0,normal
1960983.0,23,10,42.48809943451428,32,1,0,0,normal
359609.0,27,11,-5.768409750210299,34,1,0,0,normal
864257.0,23,15,19.80505403695293,30,1,0,0,normal
5530863.0,51,11,-24.885460984674967,27,1,0,0,normal
2594686.0,77,10,16.677216229545763,34,1,0,0,normal
714767.0,97,12,9.876615622329453,28,1,0,0,normal
1125813.0,26,13,30.86749586799214,27,1,0,0,normal
1090582.0,38,14,-1.6884925702824845,31,1,0,0,normal
10664635.0,56,13,16.68455920106291,35,1,0,0,normal
1382986.0,93,10,-4.275446464054884,33,1,0,0,normal
919383.0,7,13,7.11672818605696,34,1,0,0,normal
667149.0,44,10,-22.045165673460865,34,1,0,0,normal
760887.0,18,12,3.0264142174002444,32,1,0,0,normal
439736.0,4592,0,-99.0,0,7,0,1,amount_spike
997742.0,65,15,32.57660616570942,27,1,0,0,normal
74350.0,38,10,3.402376259696169,32,1,0,0,normal
3926913.0,81,15,-16.979132278202293,35,1,0,0,normal
408159.0,23,10,-15.244587799338518,28,1,0,0,normal
393673.0,87,15,-7.4634085503492,31,1,0,0,normal
4231435.0,18,13,0.24265482633168745,30,1,0,0,normal
211684.0,38,14,7.122842230531852,34,1,0,0,normal
1998749.0,41,15,-22.196391146449017,35,1,0,0,normal
807395.0,48,14,17.8634984734055,33,1,0,0,normal
4567076.0,30,12,10.01783362847408,35,1,0,0,normal
1888634.0,78,15,19.130613710482642,26,1,0,0,normal
863729.0,45,15,21.819332599668357,30,1,0,0,normal
1607569.0,61,15,24.363979292925144,26,1,0,0,normal
24078.0,89,10,-24.74059429871584,26,1,0,0,normal
728867.0,74,13,-10.045759221228067,26,1,0,0,normal
686915.0,78,13,-10.89467751386745,31,1,0,0,normal
1672664.0,79,15,-22.296096724677525,25,1,0,0,normal
15855.0,87,12,18.413188905666303,31,1,0,0,normal
225150.0,84,13,41.98961475422345,29,1,0,0,normal
541186.0,2203,45,1036.416697506952,0,7,0,1,sudden_zero_filing
43673.0,66,12,35.091523581626774,33,1,0,0,normal
1983334.0,53,12,-8.285328405932244,25,1,0,0,normal
1594564.0,23,12,-3.683996179801639,30,1,0,0,normal
824717.0,16,14,-26.147471324345048,28,1,0,0,normal
3612576.0,98,13,48.51061761511997,32,1,0,0,normal
1741485.0,49,15,42.21556546069988,35,1,0,0,normal
4786028.0,55,14,-7.952424816641049,28,1,0,0,normal
3398620.0,22,14,-8.99565828551087,33,1,0,0,normal
3775547.0,41,12,17.037398713690692,30,1,0,0,normal
358993.0,60,15,-25.072910968557274,31,1,0,0,normal
3758623.0,18,13,17.923996352436895,35,1,0,0,normal
449797000.0,734,0,1245.996506043345,0,4,1,1,ghost_employee
2156015.0,4,14,31.02420143365424,29,1,0,0,normal
1775504.0,100,13,16.68300039152983,30,1,0,0,normal
1277256.0,91,12,18.072074807497238,28,1,0,0,normal
5252598.0,85,13,-13.964949724365763,32,1,0,0,normal
4038606.0,89,15,-8.514276985969083,26,1,0,0,normal
1565720.0,61,15,12.299526034600916,25,1,0,0,normal
804329.0,0,0,-99.0,0,3,0,1,round_number_fraud
249782000.0,602,0,-64.90328234020767,0,3,1,1,amount_spike
1338393.0,79,15,-26.7251736869338,33,1,0,0,normal
436342.0,23,11,28.9089757505129,33,1,0,0,normal
409463.0,7,12,-7.445964503849012,29,1,0,0,normal
2529735.0,41,10,18.297944957499794,33,1,0,0,normal
3022887.0,13,13,40.45659140074916,34,1,0,0,normal
246237.0,98,10,34.09718888456294,27,1,0,0,normal
843183.0,80,14,-28.63541363784096,35,1,0,0,normal
708139.0,18,12,31.1890400037153,32,1,0,0,normal
0.0,0,39,1513.9470056716766,0,8,0,1,tin_reuse
2212648.0,74,11,-3.4325130538883926,35,1,0,0,normal
928639.0,0,0,-78.59369209072793,0,6,0,1,amount_spike
2345159.0,79,13,14.242843012820138,29,1,0,0,normal
179664.0,50,13,-29.304674485997502,25,1,0,0,normal
99067.0,18,10,35.875734765958114,29,1,0,0,normal
355746.0,0,0,-76.16392319285764,651,2,0,1,sudden_zero_filing
221634.0,31,12,-9.497064397325666,34,1,0,0,normal
5038315.0,75,12,-27.835320478736982,27,1,0,0,normal
182466.0,68,12,10.698746407329082,34,1,0,0,normal
602980.0,35,15,42.9157905110564,34,1,0,0,normal
1811815.0,19,12,-6.420551856640149,27,1,0,0,normal
2894028.0,37,13,-9.943495519826541,29,1,0,0,normal
2281929.0,58,12,2.954066533406106,34,1,0,0,normal
13794.0,34,13,-3.9550023669652816,29,1,0,0,normal
738152.0,89,12,8.799254482664267,33,1,0,0,normal
0.0,4691,33,-79.48476622593874,0,4,0,1,ghost_employee
181583.0,72,12,-17.579559638237487,28,1,0,0,normal
216099.0,100,13,26.23239970765362,34,1,0,0,normal
841737.0,68,11,19.219728240165416,32,1,0,0,normal
4526338.0,17,15,32.17570781498418,32,1,0,0,normal
13206157.0,33,11,-16.941646780141806,26,1,0,0,normal
773508.0,98,10,27.32625913832331,33,1,0,0,normal
653317.0,13,11,-6.962246015783098,27,1,0,0,normal
7360488.0,59,11,-26.5146425696925,29,1,0,0,normal
1838581.0,45,11,35.84795861095627,25,1,0,0,normal
116713.0,55,11,-17.104403236662833,34,1,0,0,normal
1863344.0,85,15,14.442623199618552,32,1,0,0,normal
480779.0,48,11,-22.242354755263058,25,1,0,0,normal
4965471.0,25,15,6.803175428930672,30,1,0,0,normal
1589637.0,23,13,45.53496135852694,27,1,0,0,normal
1509214.0,36,12,40.32158142333874,25,1,0,0,normal
861332.0,65,14,26.466457062406562,34,1,0,0,normal
2485745.0,12,14,-20.202701740309593,26,1,0,0,normal
1850799.0,35,11,14.908942055764776,32,1,0,0,normal
2491136.0,31,12,-19.207753670199025,35,1,0,0,normal
691563.0,3114,30,-71.48623438987774,0,8,0,1,ghost_employee
283056.0,2,12,-25.961117250531906,34,1,0,0,normal
495953.0,38,11,-7.837567463412469,28,1,0,0,normal
7100982.0,5,10,19.032698658235596,26,1,0,0,normal
6760439.0,59,11,-21.072663440597054,28,1,0,0,normal
704553.0,30,10,22.612755606037908,35,1,0,0,normal
1388115.0,22,12,-9.640621852802383,33,1,0,0,normal
1711178.0,4,13,-20.49348897004254,27,1,0,0,normal
656861.0,0,0,-76.655401013292,583,8,0,1,amount_spike
669740.0,84,14,-1.203793778132205,25,1,0,0,normal
1700453.0,81,10,-1.5470009187785116,33,1,0,0,normal
198674.0,100,14,7.080973680617724,33,1,0,0,normal
235758.0,52,12,38.35762257226406,25,1,0,0,normal
4237697.0,7,10,-0.2052377009122779,29,1,0,0,normal
2794045.0,60,13,1.1881924027773323,26,1,0,0,normal
280393.0,13,13,-18.99074236184065,32,1,0,0,normal
59618.0,5,10,-12.751467593946728,31,1,0,0,normal
867917.0,40,11,16.84691535158614,32,1,0,0,normal
550405.0,35,13,47.72260882788356,26,1,0,0,normal
1592776.0,47,14,-24.037462552916942,31,1,0,0,normal
107242.0,23,10,-16.07710385784931,26,1,0,0,normal
436387.0,25,13,47.77019091492804,30,1,0,0,normal
206044.0,77,15,11.703580578703772,25,1,0,0,normal
470284.0,97,15,-23.08542010026094,27,1,0,0,normal
539169.0,4,12,-27.03540361905514,32,1,0,0,normal
1638343.0,23,15,-1.9653676986282598,27,1,0,0,normal
799075.0,51,12,46.29766751340017,35,1,0,0,normal
953400.0,10,13,18.15283423199798,29,1,0,0,normal
4602762.0,7,11,0.7901897062819963,28,1,0,0,normal
2765652.0,37,11,36.6408353634491,28,1,0,0,normal
8884175.0,33,13,3.931125075754771,31,1,0,0,normal
278624.0,53,15,8.54691469063792,26,1,0,0,normal
2075740.0,76,10,-7.800434944184644,30,1,0,0,normal
826943.0,22,11,-6.4603682016961095,27,1,0,0,normal
902642.0,55,12,47.60716616366646,27,1,0,0,normal
1864139.0,69,10,0.035298628696153855,28,1,0,0,normal
1931453.0,84,13,-26.79986614310498,35,1,0,0,normal
3810562.0,66,14,8.865491099674529,28,1,0,0,normal
141749000.0,2421,0,-57.73531787711789,725,8,1,1,duplicate_filing
19685.0,45,10,24.127349103289475,29,1,0,0,normal
2049554.0,79,10,26.299815490650317,31,1,0,0,normal
64229.0,66,11,-2.9277977184640775,30,1,0,0,normal
8552617.0,83,11,4.172693050420662,30,1,0,0,normal
1660325.0,48,14,5.916082605397783,34,1,0,0,normal
2494848.0,34,11,-2.044711271732602,29,1,0,0,normal
2009600.0,83,10,28.497419815454457,29,1,0,0,normal
1520884.0,62,12,2.2869059533664,29,1,0,0,normal
1375389.0,87,14,-3.775771819513565,32,1,0,0,normal
2058169.0,56,13,44.112613309211895,30,1,0,0,normal
2859004.0,14,12,12.395178679051696,33,1,0,0,normal
6626251.0,67,15,32.2182839660604,34,1,0,0,normal
239269.0,78,11,24.346091094972635,27,1,0,0,normal
1074535.0,10,15,27.111208821839327,34,1,0,0,normal
345188.0,44,11,-12.69105646663639,26,1,0,0,normal
754640.0,3515,30,-99.0,759,2,0,1,tin_reuse
3381007.0,6,14,27.466244844010603,31,1,0,0,normal
668087000.0,3837,27,-63.068318479224764,0,7,1,1,sudden_zero_filing
0.0,0,28,-99.0,0,2,0,1,duplicate_filing
5985833.0,63,10,19.52870396369989,26,1,0,0,normal
1072425.0,59,14,-25.434075861043297,32,1,0,0,normal
2404902.0,61,11,47.68792190371259,26,1,0,0,normal
3248577.0,19,13,-2.3970975818529467,27,1,0,0,normal
1078120.0,7,10,-26.549240937099412,31,1,0,0,normal
4873184.0,57,13,-6.635480492391139,25,1,0,0,normal
1249606.0,9,14,-12.766998927435196,30,1,0,0,normal
2346319.0,51,13,29.493530909150316,26,1,0,0,normal
959397.0,1,14,42.832622729976364,28,1,0,0,normal
93759.0,64,10,36.34774566929444,26,1,0,0,normal
0.0,1886,0,1810.9568690372814,0,8,0,1,amount_spike
269977.0,10,14,42.69317034969505,31,1,0,0,normal
3128503.0,93,14,-21.047852632289423,31,1,0,0,normal
1156715.0,67,13,37.447013893590565,25,1,0,0,normal
242806.0,79,12,-23.6514663210135,31,1,0,0,normal
405617.0,20,15,-17.855298302887892,26,1,0,0,normal
604902.0,18,14,44.95157499871044,33,1,0,0,normal
269176.0,58,11,-21.31617959564137,32,1,0,0,normal
831469000.0,3698,0,-58.81672137780158,0,8,1,1,amount_spike
6681380.0,19,12,36.70646238297121,29,1,0,0,normal
113431.0,90,13,45.80238541680012,34,1,0,0,normal
807033.0,22,12,-18.667929787402837,29,1,0,0,normal
307739.0,28,11,47.18825422215406,27,1,0,0,normal
2164471.0,81,12,-7.001389561184467,32,1,0,0,normal
276942.0,88,11,-17.70933329917139,27,1,0,0,normal
653435.0,0,0,-99.0,873,4,0,1,tin_reuse
375961.0,66,15,9.135693046235708,25,1,0,0,normal
444577.0,8,10,43.69396974687203,29,1,0,0,normal
533746.0,90,14,43.16017412346197,31,1,0,0,normal
1202450.0,56,11,15.412692653144589,25,1,0,0,normal
5897094.0,91,14,37.919882794714454,35,1,0,0,normal
1892927.0,9,15,-26.67493208824488,32,1,0,0,normal
1082380.0,77,12,39.193142209667954,30,1,0,0,normal
3787033.0,94,12,42.74293625774102,30,1,0,0,normal
2534380.0,16,11,25.029302725328655,35,1,0,0,normal
854935.0,33,11,7.247199119320705,34,1,0,0,normal
3704403.0,67,13,31.58024919925886,27,1,0,0,normal
3009828.0,60,13,4.099994874515559,30,1,0,0,normal
2655774.0,81,12,-19.752802551019563,29,1,0,0,normal
2953217.0,38,13,25.087448540540898,30,1,0,0,normal
2096204.0,25,15,-27.594533729505475,25,1,0,0,normal
220999.0,39,11,0.7797219846944685,30,1,0,0,normal
4470261.0,73,12,-1.2717217808242935,28,1,0,0,normal
1620983.0,28,11,48.41760411789279,29,1,0,0,normal
819633.0,32,11,-2.0712856128232175,31,1,0,0,normal
363263.0,17,14,17.893633820573413,31,1,0,0,normal
2952529.0,86,12,-5.738716361050695,35,1,0,0,normal
20623.0,29,15,19.17978438566856,25,1,0,0,normal
828528000.0,0,35,-99.0,0,2,1,1,amount_spike
2967116.0,14,15,0.43590953214670947,27,1,0,0,normal
882849.0,79,12,-17.163359195701,26,1,0,0,normal
516382000.0,0,0,-99.0,0,4,1,1,round_number_fraud
3442630.0,78,11,-20.33864386573237,30,1,0,0,normal
0.0,0,44,942.3504719990474,870,3,0,1,sudden_zero_filing
38479.0,49,12,1.75839279047252,29,1,0,0,normal
2071397.0,81,11,14.288711552930344,35,1,0,0,normal
974633.0,26,11,39.70681571577525,32,1,0,0,normal
523211.0,83,10,-22.98255901968726,28,1,0,0,normal
305586.0,4620,26,663.1675951123414,842,3,0,1,tin_reuse
72440.0,49,15,49.58642053651839,29,1,0,0,normal
4399437.0,37,11,10.496962507785959,28,1,0,0,normal
2612531.0,96,10,3.042390046848098,29,1,0,0,normal
298582.0,70,15,17.60538508481236,30,1,0,0,normal
4122585.0,46,14,-7.249109949683927,32,1,0,0,normal
1641290.0,75,12,9.085544870568086,30,1,0,0,normal
1429772.0,76,13,34.090185656306616,27,1,0,0,normal
822120.0,78,13,42.999493219805615,33,1,0,0,normal
1577019.0,24,12,-2.8106472821096133,29,1,0,0,normal
0.0,0,33,-99.0,856,8,0,1,sudden_zero_filing
478264.0,95,15,-27.49227301996988,30,1,0,0,normal
1944882.0,49,13,44.68099959376616,31,1,0,0,normal
3798746.0,28,11,15.32146056795348,28,1,0,0,normal
2635952.0,2,10,29.684524340435132,35,1,0,0,normal
2134682.0,95,12,45.38620364387707,34,1,0,0,normal
2160378.0,82,12,2.024913247342866,28,1,0,0,normal
3465131.0,86,15,-12.544310030036652,27,1,0,0,normal
354231.0,47,14,27.55140533463444,32,1,0,0,normal
272526.0,13,15,35.13080305872715,26,1,0,0,normal
270039.0,31,15,-13.500885149932238,33,1,0,0,normal
316464.0,38,14,20.55827747366326,26,1,0,0,normal
840405.0,75,12,-5.082749593092018,33,1,0,0,normal
1596549.0,9,13,44.544771950506515,28,1,0,0,normal
2314630.0,78,11,-2.1167863034924927,35,1,0,0,normal
1766445.0,8,12,32.676715148027206,29,1,0,0,normal
2960416.0,23,12,4.6575040573175315,32,1,0,0,normal
1115137.0,36,11,23.865256177630982,28,1,0,0,normal
1135856.0,99,11,-29.984220478464554,34,1,0,0,normal
5426187.0,54,15,12.68263558221652,32,1,0,0,normal
342511.0,89,13,8.51297636658807,26,1,0,0,normal
1021733.0,57,11,-26.22883278548713,34,1,0,0,normal
5773089.0,46,10,36.15092717637289,31,1,0,0,normal
229276.0,83,11,49.745303233157486,33,1,0,0,normal
3875671.0,51,14,-3.6295893398681685,29,1,0,0,normal
1100736.0,74,11,-13.563134014994304,26,1,0,0,normal
781105000.0,0,29,-76.2445407883709,442,7,1,1,duplicate_filing
3083858.0,92,11,30.01559136923565,31,1,0,0,normal
535057.0,48,15,-20.207554370245873,30,1,0,0,normal
322405.0,85,10,4.203260433168566,30,1,0,0,normal
454463.0,8,13,28.77413559664997,28,1,0,0,normal
1459525.0,57,10,21.838811439370673,29,1,0,0,normal
2298989.0,35,12,43.89940313682155,28,1,0,0,normal
803525.0,4192,39,-99.0,0,6,0,1,duplicate_filing
1036241.0,26,11,40.8520837824866,28,1,0,0,normal
6066468.0,32,15,4.684140203507511,25,1,0,0,normal
2663008.0,60,15,10.451742895622246,31,1,0,0,normal
124781.0,8,11,36.18322188038148,30,1,0,0,normal
0.0,3666,24,1567.7546540049784,830,4,0,1,sudden_zero_filing
3769668.0,27,11,0.8393268366121731,29,1,0,0,normal
4024564.0,84,15,-9.225169382028948,27,1,0,0,normal
38198.0,97,12,-14.360450167176309,31,1,0,0,normal
1456377.0,27,12,16.645402185663336,31,1,0,0,normal
596404.0,0,40,-61.03462348504418,0,6,0,1,tin_reuse
2270222.0,81,15,-18.392346813228677,26,1,0,0,normal
1420251.0,74,11,14.722548032408163,26,1,0,0,normal
1538366.0,78,11,-22.294078818967726,30,1,0,0,normal
959588000.0,4240,0,-79.0404392856623,841,7,1,1,round_number_fraud
2777795.0,17,13,-19.506606277100484,34,1,0,0,normal
822305.0,88,14,19.1738439946447,27,1,0,0,normal
4759858.0,52,13,-3.04033530138204,26,1,0,0,normal
1353691.0,10,11,-23.324311467558267,34,1,0,0,normal
1245672.0,38,14,-10.321832230257453,28,1,0,0,normal
2507891.0,96,13,24.10938140760662,31,1,0,0,normal
3069584.0,45,12,19.34797420921207,32,1,0,0,normal
933735.0,12,14,40.251756982528974,30,1,0,0,normal
4208398.0,81,12,-21.17996014155579,28,1,0,0,normal
1226735.0,61,10,31.38140161616566,29,1,0,0,normal
442070.0,23,14,-22.559856254787512,28,1,0,0,normal
543860.0,43,10,-14.973641513773472,29,1,0,0,normal
2510783.0,40,14,3.265442160103447,35,1,0,0,normal
1173133.0,58,12,21.657746282161114,29,1,0,0,normal
